"","W1","W2","W3","Count"
"11834","wäre","das","ein",7
"11835","auf","die","richtige",7
"11836","wenn","es","dir",7
"11837","ich","nicht","mit",7
"11838","ich","aber","froh",7
"11839","nicht","mehr","genau",7
"11840","über","20","jahren",7
"11841","als","sie","in",7
"11842","ich","kann","gar",7
"11843","nicht","wie","die",7
"11844","gar","nix","mehr",7
"11845","fall","für","die",7
"11846","sind","durch","die",7
"11847","sieht","sich","der",7
"11848","gab","es","bei",7
"11849","ist","ab","sofort",7
"11850","lange","nacht","der",7
"11851","aber","ich","wollte",7
"11852","nicht","gerade","die",7
"11853","ich","jetzt","die",7
"11854","der","auswahl","der",7
"11855","mir","noch","ein",7
"11856","warum","bist","du",7
"11857","dann","wünsch","ich",7
"11858","es","auch","so",7
"11859","er","gar","nicht",7
"11860","gibt","es","einige",7
"11861","eine","tolle","zeit",7
"11862","noch","nicht","sicher",7
"11863","immer","das","gleiche",7
"11864","auf","den","arm",7
"11865","nur","noch","dass",7
"11866","noch","durch","die",7
"11867","wir","wollen","das",7
"11868","gut","und","böse",7
"11869","plötzlich","nicht","mehr",7
"11870","das","kommende","wochenende",7
"11871","aber","bei","den",7
"11872","mich","hier","raus",7
"11873","und","bei","dem",7
"11874","mir","so","vor",7
"11875","doch","auch","nicht",7
"11876","bereits","seit","längerem",7
"11877","was","passiert","ist",7
"11878","alle","jahre","wieder",7
"11879","beim","lesen","der",7
"11880","wollte","ich","mir",7
"11881","es","schon","eine",7
"11882","habe","ich","gleich",7
"11883","der","jagd","nach",7
"11884","bei","mir","mit",7
"11885","ist","nach","einem",7
"11886","werde","ich","ein",7
"11887","guten","morgen","wie",7
"11888","schön","zu","sehen",7
"11889","auch","dieses","jahr",7
"11890","grad","im","schatten",7
"11891","es","noch","keine",7
"11892","und","im","internet",7
"11893","in","140","zeichen",7
"11894","jetzt","an","der",7
"11895","machen","und","dann",7
"11896","dem","tod","von",7
"11897","morgen","ich","wünsche",7
"11898","so","einfach","wie",7
"11899","weiß","nicht","was",7
"11900","und","nur","mit",7
"11901","für","das","feedback",7
"11902","richtig","spaß","gemacht",7
"11903","werd","ich","nicht",7
"11904","nur","an","der",7
"11905","kaffee","und","dann",7
"11906","jahren","habe","ich",7
"11907","wenn","ich","bei",7
"11908","geht","es","den",7
"11909","und","viel","glück",7
"11910","lohnt","sich","der",7
"11911","hätte","gedacht","dass",7
"11912","sind","es","nicht",7
"11913","jetzt","noch","das",7
"11914","außerdem","bin","ich",7
"11915","bin","ich","endlich",7
"11916","auf","nach","berlin",7
"11917","schon","dass","es",7
"11918","und","ich","sag",7
"11919","nicht","im","sinne",7
"11920","in","der","bibliothek",7
"11921","das","bei","der",7
"11922","leute","die","ich",7
"11923","ganz","schön","kalt",7
"11924","hatte","mich","schon",7
"11925","und","so","d",7
"11926","und","wohl","auch",7
"11927","wird","nicht","mehr",7
"11928","mich","was","ich",7
"11929","so","dass","das",7
"11930","wenn","nur","die",7
"11931","gibt","ein","paar",7
"11932","es","an","die",7
"11933","die","mitarbeiter","der",7
"11934","wie","wichtig","ist",7
"11935","das","hat","man",7
"11936","einfach","nur","so",7
"11937","dass","auf","dem",7
"11938","sich","erst","einmal",7
"11939","werde","ich","dann",7
"11940","da","muß","ich",7
"11941","war","auch","der",7
"11942","in","meinem","alter",7
"11943","es","auch","mit",7
"11944","so","ähnlich","wie",7
"11945","trifft","man","sich",7
"11946","die","alte","dame",7
"11947","es","geht","ja",7
"11948","nichts","von","der",7
"11949","das","angebot","an",7
"11950","den","tod","von",7
"11951","bin","ich","kein",7
"11952","beim","besten","willen",7
"11953","ich","hoffe","der",7
"11954","auf","der","basis",7
"11955","für","mich","aber",7
"11956","ich","auch","für",7
"11957","und","doch","ist",7
"11958","ich","habe","vor",7
"11959","ahnung","was","das",7
"11960","was","es","mal",7
"11961","mehr","an","den",7
"11962","danke","aber","ich",7
"11963","je","nachdem","wie",7
"11964","dabei","haben","wir",7
"11965","und","nicht","nach",7
"11966","der","preis","ist",7
"11967","hat","gerade","ein",7
"11968","haben","sie","den",7
"11969","in","zukunft","nicht",7
"11970","mit","einem","glas",7
"11971","zu","guter","letzt",7
"11972","ich","will","endlich",7
"11973","in","den","topf",7
"11974","bitte","in","den",7
"11975","die","bedürfnisse","der",7
"11976","am","besten","gleich",7
"11977","es","nicht","anders",7
"11978","in","der","großstadt",7
"11979","die","bundesrepublik","deutschland",7
"11980","in","eigener","sache",7
"11981","der","politik","ist",7
"11982","er","selbst","hat",7
"11983","mitten","im","leben",7
"11984","gesagt","dass","man",7
"11985","gerade","fest","dass",7
"11986","hab","ich","gar",7
"11987","sondern","auch","in",7
"11988","mehr","als","einen",7
"11989","hat","ja","schon",7
"11990","er","lässt","sich",7
"11991","das","ergebnis","einer",7
"11992","etwa","schon","wieder",7
"11993","ich","nicht","bei",7
"11994","eine","lösung","für",7
"11995","dir","mal","die",7
"11996","du","meine","güte",7
"11997","ist","es","ganz",7
"11998","macht","ihr","so",7
"11999","zur","folge","haben",7
"12000","du","kannst","es",7
"12001","wir","können","das",7
"12002","ob","wir","es",7
"12003","in","der","einen",7
"12004","ab","22","uhr",7
"12005","gibt","es","viel",7
"12006","richtig","oder","falsch",7
"12007","bei","schlechtem","wetter",7
"12008","und","schon","mal",7
"12009","war","eine","gute",7
"12010","in","frage","zu",7
"12011","aber","so","ist",7
"12012","menschen","die","die",7
"12013","ich","wollte","doch",7
"12014","auch","nicht","aus",7
"12015","mit","so","einer",7
"12016","ist","es","raus",7
"12017","aber","mit","einem",7
"12018","sich","über","eine",7
"12019","aus","der","eurozone",7
"12020","zu","den","wenigen",7
"12021","im","umfeld","der",7
"12022","keinen","einfluss","auf",7
"12023","was","auf","die",7
"12024","der","erste","tweet",7
"12025","man","muss","das",7
"12026","und","mit","ihnen",7
"12027","das","ist","also",7
"12028","ist","das","immer",7
"12029","wenn","man","am",7
"12030","hab","ich","kein",7
"12031","wenn","sich","der",7
"12032","bin","ich","das",7
"12033","die","zweite","runde",7
"12034","hab","ich","einen",7
"12035","in","deinem","land",7
"12036","musst","du","dich",7
"12037","der","liste","der",7
"12038","auch","der","letzte",7
"12039","die","nicht","auf",7
"12040","es","eigentlich","eine",7
"12041","eine","gute","alternative",7
"12042","sehr","darüber","gefreut",7
"12043","vor","drei","wochen",7
"12044","soll","vor","allem",7
"12045","wir","sind","das",7
"12046","nur","wenn","ich",7
"12047","wenn","man","zu",7
"12048","es","auch","gut",7
"12049","was","hat","die",7
"12050","kann","man","nun",7
"12051","das","gute","an",7
"12052","dann","auf","den",7
"12053","weil","er","von",7
"12054","die","berliner","polizei",7
"12055","der","sich","als",7
"12056","was","ich","damit",7
"12057","ein","toller","tag",7
"12058","und","an","dem",7
"12059","kannst","ja","mal",7
"12060","kaum","noch","zu",7
"12061","wird","auch","die",7
"12062","noch","in","einem",7
"12063","es","kann","doch",7
"12064","aus","der","nachbarschaft",7
"12065","habe","gerade","die",7
"12066","schon","länger","nicht",7
"12067","sie","schon","einmal",7
"12068","wird","es","ein",7
"12069","es","ist","echt",7
"12070","nur","um","einen",7
"12071","zu","sagen","haben",7
"12072","war","ja","schon",7
"12073","die","opfer","des",7
"12074","als","ich","es",7
"12075","ich","muss","das",7
"12076","mir","ist","langweilig",7
"12077","ich","möchte","die",7
"12078","hat","das","buch",7
"12079","mal","wieder","der",7
"12080","dich","nicht","zu",7
"12081","ihr","das","ihr",7
"12082","und","das","soll",7
"12083","ich","es","ja",7
"12084","haben","wir","hier",7
"12085","hier","auf","twitter",7
"12086","ich","mache","das",7
"12087","wir","werden","sehen",7
"12088","habe","ich","erst",7
"12089","was","da","so",7
"12090","nicht","mehr","unter",7
"12091","an","so","einem",7
"12092","für","ein","jahr",7
"12093","zu","nutzen","und",7
"12094","nichts","zu","danken",7
"12095","vor","einigen","tagen",7
"12096","glaub","ich","auch",7
"12097","immer","wenn","man",7
"12098","spaß","gemacht","und",7
"12099","was","ich","zu",7
"12100","sich","zu","beginn",7
"12101","denn","ich","habe",7
"12102","aber","die","frage",7
"12103","ich","lebe","noch",7
"12104","allen","noch","einen",7
"12105","als","die","anderen",7
"12106","gute","idee","ich",7
"12107","in","den","norden",7
"12108","in","der","verantwortung",7
"12109","für","die","ich",7
"12110","der","deutschen","sprache",7
"12111","geht","es","vor",7
"12112","ich","aber","mal",7
"12113","mitten","auf","der",7
"12114","wenn","es","wirklich",7
"12115","der","so","genannten",7
"12116","wenn","auch","die",7
"12117","habe","bin","ich",7
"12118","erst","wenn","ich",7
"12119","doch","auch","was",7
"12120","euch","auf","dem",7
"12121","von","einem","der",7
"12122","aus","dem","kopf",7
"12123","das","ministerium","für",7
"12124","ugg","boots","günstig",7
"12125","ich","euch","dann",7
"12126","auch","immer","noch",7
"12127","lust","auf","eine",7
"12128","auch","was","für",7
"12129","weg","in","den",7
"12130","was","wären","wir",7
"12131","man","sich","vor",7
"12132","sich","vor","den",7
"12133","wieder","zurück","im",7
"12134","das","ist","wenn",7
"12135","am","2","november",7
"12136","mit","dem","finger",7
"12137","sei","vor","allem",7
"12138","es","nicht","das",7
"12139","wo","sind","meine",7
"12140","was","muss","man",7
"12141","raus","aus","den",7
"12142","man","sich","nur",7
"12143","made","my","day",7
"12144","schon","aber","ich",7
"12145","in","der","gleichen",7
"12146","am","1","september",7
"12147","und","nur","die",7
"12148","hat","nun","auch",7
"12149","und","der","in",7
"12150","ein","foto","von",7
"12151","schuld","an","der",7
"12152","dem","start","des",7
"12153","sich","aus","den",7
"12154","mir","die","daumen",7
"12155","im","großen","saal",7
"12156","nicht","zu","fassen",7
"12157","aber","auch","sehr",7
"12158","nach","dem","2",7
"12159","die","neue","generation",7
"12160","auf","die","leinwand",7
"12161","mit","dem","internet",7
"12162","kommst","du","heute",7
"12163","ist","schon","sehr",7
"12164","wenn","es","im",7
"12165","noch","nicht","alle",7
"12166","es","dann","noch",7
"12167","in","die","zweite",7
"12168","dass","sie","aus",7
"12169","bis","zum","15",7
"12170","an","erster","stelle",7
"12171","in","der","apotheke",7
"12172","wie","jedes","jahr",7
"12173","die","bilder","der",7
"12174","oh","nein","ich",7
"12175","für","mich","d",7
"12176","die","absolute","mehrheit",7
"12177","danke","euch","allen",7
"12178","und","an","diesem",7
"12179","schau","mal","bei",7
"12180","warum","eigentlich","nicht",7
"12181","das","gesamte","team",7
"12182","der","bild","am",7
"12183","eine","neue","ära",7
"12184","da","bist","du",7
"12185","bis","zu","25",7
"12186","schnell","nach","hause",7
"12187","und","die","andere",7
"12188","uhr","gibt","es",7
"12189","heute","bei","uns",7
"12190","die","welt","retten",7
"12191","in","den","bus",7
"12192","zu","mehr","als",7
"12193","von","dem","man",7
"12194","zu","hören","die",7
"12195","ich","da","noch",7
"12196","der","geschichte","des",7
"12197","da","sie","sich",7
"12198","und","wird","auch",7
"12199","und","so","das",7
"12200","seiner","familie","und",7
"12201","für","eine","nacht",7
"12202","man","auch","die",7
"12203","bin","ja","gespannt",7
"12204","es","war","schön",7
"12205","es","geht","in",7
"12206","männer","die","sich",7
"12207","wenn","das","mit",7
"12208","auf","dem","man",7
"12209","los","mit","der",7
"12210","wie","es","zu",7
"12211","mit","sich","bringt",7
"12212","und","was","ich",7
"12213","sie","alle","sind",7
"12214","kann","ich","meine",7
"12215","bei","mir","wird",7
"12216","bin","ich","für",7
"12217","die","die","ich",7
"12218","der","letzte","tweet",7
"12219","es","gibt","jetzt",7
"12220","mal","dass","es",7
"12221","war","nicht","in",7
"12222","ein","paket","mit",7
"12223","von","nun","an",7
"12224","mal","bitte","jemand",7
"12225","ich","bin","glücklich",7
"12226","wer","ist","das",7
"12227","sie","nicht","im",7
"12228","zu","viel","und",7
"12229","im","radio","gehört",7
"12230","das","klingt","ja",7
"12231","kann","man","dich",7
"12232","und","er","hatte",7
"12233","zu","hause","die",7
"12234","allerdings","ist","der",7
"12235","was","passiert","eigentlich",7
"12236","man","noch","nicht",7
"12237","einen","schönen","donnerstag",7
"12238","werden","dass","sie",7
"12239","das","wetter","in",7
"12240","waren","noch","zeiten",7
"12241","denn","auch","wenn",7
"12242","uns","auf","sie",7
"12243","im","app","store",7
"12244","aber","auch","viele",7
"12245","immer","noch","einen",7
"12246","wieder","zurück","nach",7
"12247","an","der","ampel",7
"12248","wohl","in","der",7
"12249","hat","denn","das",7
"12250","ist","der","mensch",7
"12251","auf","diesem","blog",7
"12252","und","auch","an",7
"12253","in","seiner","zeit",7
"12254","seiner","zeit","als",7
"12255","in","dem","maße",7
"12256","zusammen","mit","einer",7
"12257","und","das","schon",7
"12258","krise","in","griechenland",7
"12259","dankeschön","für","den",7
"12260","bin","ja","so",7
"12261","für","die","nacht",7
"12262","für","die","präsentation",7
"12263","haben","und","den",7
"12264","leute","die","mit",7
"12265","dass","wir","es",7
"12266","vielleicht","bin","ich",7
"12267","aus","dem","leben",7
"12268","auf","kabel","1",7
"12269","mich","heute","abend",7
"12270","ist","und","sich",7
"12271","arbeiten","und","dann",7
"12272","das","ist","allerdings",7
"12273","ist","noch","ein",7
"12274","und","das","land",7
"12275","den","backofen","auf",7
"12276","jetzt","mit","den",7
"12277","heute","ist","tag",7
"12278","aber","im","gegensatz",7
"12279","ich","in","diesem",7
"12280","auf","sie","zu",7
"12281","dann","hat","man",7
"12282","ist","glaub","ich",7
"12283","ihm","in","den",7
"12284","und","noch","eine",7
"12285","man","bin","ich",7
"12286","aus","der","ganzen",7
"12287","ich","nicht","im",7
"12288","ich","das","mal",7
"12289","schon","seit","wochen",7
"12290","öfter","mal","was",7
"12291","auch","mal","zu",7
"12292","mit","einem","sehr",7
"12293","hat","man","sich",7
"12294","nicht","wissen","was",7
"12295","du","hast","ein",7
"12296","in","einem","atemzug",7
"12297","komme","ich","an",7
"12298","ja","sonst","nichts",7
"12299","wochen","in","der",7
"12300","was","macht","die",7
"12301","und","sie","sich",7
"12302","so","viel","über",7
"12303","dass","sich","im",7
"12304","zu","müssen","ist",7
"12305","bezug","auf","den",7
"12306","bezug","auf","das",7
"12307","war's","dann","wohl",7
"12308","heute","noch","so",7
"12309","dass","die","usa",7
"12310","nicht","nur","sie",7
"12311","allerdings","auch","die",7
"12312","war","klar","dass",7
"12313","schon","bei","den",7
"12314","das","auch","für",7
"12315","an","der","bar",7
"12316","und","so","auch",7
"12317","trotzdem","ist","es",7
"12318","noch","was","mit",7
"12319","du","dich","mit",7
"12320","oder","besser","gesagt",7
"12321","viel","spaß","noch",7
"12322","wo","du","bist",7
"12323","die","welt","um",7
"12324","für","einen","guten",7
"12325","mein","erster","gedanke",7
"12326","in","der","weltwirtschaft",7
"12327","habe","habe","ich",7
"12328","wir","auch","nicht",7
"12329","sich","dann","auch",7
"12330","an","der","schule",7
"12331","ich","mir","vorgenommen",7
"12332","auf","eigene","faust",7
"12333","eine","antwort","auf",7
"12334","ist","wie","ich",7
"12335","wir","sind","noch",7
"12336","und","bei","einem",7
"12337","allerdings","bin","ich",7
"12338","als","gäbe","es",7
"12339","deutschland","und","den",7
"12340","habe","mit","der",7
"12341","aber","es","wäre",7
"12342","weil","es","zu",7
"12343","jeder","für","sich",7
"12344","cindy","aus","marzahn",7
"12345","verglichen","mit","dem",7
"12346","später","in","der",7
"12347","ist","ja","dass",7
"12348","wie","konnte","ich",7
"12349","auch","dass","man",7
"12350","zuständig","für","die",7
"12351","das","was","da",7
"12352","schon","wieder","vergessen",7
"12353","kinder","im","alter",7
"12354","noch","nie","passiert",7
"12355","in","einem","bericht",7
"12356","in","der","größten",7
"12357","und","freuen","sich",7
"12358","alles","tun","um",7
"12359","um","genau","zu",7
"12360","genau","zu","sein",7
"12361","ich","hätte","nicht",7
