"","W1","W2","W3","W4","Count"
"1981","wir","sind","das","volk",5
"1982","ich","bin","auch","ein",5
"1983","der","herbst","ist","da",5
"1984","man","stelle","sich","nur",5
"1985","stelle","sich","nur","vor",5
"1986","nicht","mehr","so","viele",5
"1987","wünschen","euch","ein","schönes",5
"1988","der","sinn","des","lebens",5
"1989","hatte","ich","auch","noch",5
"1990","war","noch","nie","so",5
"1991","dann","hat","sich","das",5
"1992","dann","mal","alles","gute",5
"1993","notiz","an","mich","selbst",5
"1994","mal","zeit","für","ein",5
"1995","danke","für","die","grüße",5
"1996","da","bin","ich","wieder",5
"1997","keine","ahnung","wie","das",5
"1998","dann","muss","ich","mich",5
"1999","ich","auch","nicht","so",5
"2000","dank","für","die","info",5
"2001","so","war","es","auch",5
"2002","ich","prangere","das","an",5
"2003","die","frage","ist","ob",5
"2004","kein","wunder","dass","die",5
"2005","bei","uns","ist","es",5
"2006","ich","wünsche","mir","eine",5
"2007","eine","welt","in","der",5
"2008","gar","nicht","so","viel",5
"2009","ich","denk","an","dich",5
"2010","ich","hoffe","nur","dass",5
"2011","seit","über","20","jahren",5
"2012","weit","aus","dem","fenster",5
"2013","ist","der","grund","warum",5
"2014","man","weiß","ja","nie",5
"2015","nur","sagen","dass","ich",5
"2016","ich","mir","vor","wie",5
"2017","für","ein","paar","minuten",5
"2018","und","ich","bin","nicht",5
"2019","fühlt","sich","an","wie",5
"2020","bis","jetzt","noch","nicht",5
"2021","die","qual","der","wahl",5
"2022","in","die","große","stadt",5
"2023","die","welt","noch","in",5
"2024","welt","noch","in","ordnung",5
"2025","nicht","mehr","mit","dem",5
"2026","auf","den","markt","bringen",5
"2027","es","auch","schon","wieder",5
"2028","die","ich","nicht","kenne",5
"2029","nie","gedacht","dass","ich",5
"2030","und","dann","geht","es",5
"2031","zu","erwarten","dass","die",5
"2032","licht","am","ende","des",5
"2033","ganz","zu","schweigen","von",5
"2034","und","stelle","fest","dass",5
"2035","außer","rand","und","band",5
"2036","auf","die","frage","warum",5
"2037","ich","finde","es","immer",5
"2038","der","offenen","tür","in",5
"2039","gebe","ich","gern","zurück",5
"2040","noch","nicht","so","ganz",5
"2041","zu","spät","zur","arbeit",5
"2042","liebe","und","gute","zum",5
"2043","und","gute","zum","geburtstag",5
"2044","in","der","stadt","und",5
"2045","das","ist","nicht","das",5
"2046","wünscht","euch","allen","ein",5
"2047","bei","uns","in","der",5
"2048","und","wenn","man","sich",5
"2049","ja","gar","nicht","mehr",5
"2050","stelle","gerade","fest","dass",5
"2051","freue","mich","über","die",5
"2052","zu","einem","gewissen","grad",5
"2053","bin","mal","gespannt","wie",5
"2054","lasst","es","euch","gut",5
"2055","das","leben","in","der",5
"2056","für","das","neue","jahr",5
"2057","ich","liebe","den","geruch",5
"2058","was","soll","ich","machen",5
"2059","es","ist","gut","dass",5
"2060","frage","der","zeit","bis",5
"2061","die","hand","zu","nehmen",5
"2062","und","ich","hab","mir",5
"2063","auf","jeden","fall","viel",5
"2064","und","bei","euch","so",5
"2065","aber","ich","habe","die",5
"2066","ich","je","gesehen","habe",5
"2067","auch","einen","schönen","abend",5
"2068","das","leben","ist","manchmal",5
"2069","bei","mir","ist","das",5
"2070","ist","in","deinem","land",5
"2071","deinem","land","nicht","verfügbar",5
"2072","und","einen","erfolgreichen","tag",5
"2073","am","freitag","bei","der",5
"2074","ich","habe","angst","vor",5
"2075","ich","bin","schon","gespannt",5
"2076","für","alle","die","es",5
"2077","ich","kann","mir","das",5
"2078","ich","glaube","dass","ich",5
"2079","mal","schauen","ob","es",5
"2080","einen","guten","rutsch","und",5
"2081","aus","dem","fenster","und",5
"2082","ich","auch","mal","wieder",5
"2083","hab","ich","auch","gedacht",5
"2084","es","geht","auch","um",5
"2085","kannst","du","mir","mal",5
"2086","dann","kann","ich","das",5
"2087","wird","es","erst","wenn",5
"2088","ja","mal","gar","nicht",5
"2089","das","gleiche","gilt","für",5
"2090","nichts","anderes","als","eine",5
"2091","euch","auf","dem","laufenden",5
"2092","gerade","auf","dem","weg",5
"2093","am","morgen","vertreibt","kummer",5
"2094","macht","sich","auf","den",5
"2095","viel","erfolg","bei","der",5
"2096","man","kann","es","nicht",5
"2097","kann","es","nicht","mehr",5
"2098","an","die","wand","zu",5
"2099","damit","kann","man","auch",5
"2100","wünschen","allen","ein","schönes",5
"2101","heute","abend","geht","es",5
"2102","folgt","mir","nun","auf",5
"2103","mir","nun","auf","twitter",5
"2104","nun","auf","twitter","yeah",5
"2105","gut","dass","ich","das",5
"2106","ich","glaub","ich","muss",5
"2107","es","gibt","noch","eine",5
"2108","als","antwort","auf","die",5
"2109","ist","ein","schöner","tag",5
"2110","es","so","weit","ist",5
"2111","ich","würde","mal","sagen",5
"2112","ist","auch","nur","ein",5
"2113","allen","einen","schönen","abend",5
"2114","in","der","geschichte","des",5
"2115","cdu","csu","und","fdp",5
"2116","hab","ich","auch","nicht",5
"2117","die","suche","nach","dem",5
"2118","bis","auf","ein","paar",5
"2119","wie","schwer","es","ist",5
"2120","ich","dann","doch","nicht",5
"2121","sich","nicht","wundern","wenn",5
"2122","das","ist","einfach","nur",5
"2123","dann","muss","ich","wohl",5
"2124","ich","schließe","mich","an",5
"2125","noch","eine","frage","der",5
"2126","noch","nicht","ob","ich",5
"2127","geht","es","mit","dem",5
"2128","wünsche","ich","euch","allen",5
"2129","nicht","so","dass","ich",5
"2130","bei","der","arbeit","und",5
"2131","das","kann","ja","heiter",5
"2132","kann","ja","heiter","werden",5
"2133","so","ist","das","leben",5
"2134","bitte","bei","mir","melden",5
"2135","nicht","so","wie","ich",5
"2136","den","letzten","zehn","jahren",5
"2137","der","abstimmung","über","die",5
"2138","kann","sich","sehen","lassen",5
"2139","das","kann","ich","nicht",5
"2140","ich","bin","ja","so",5
"2141","die","angst","vor","einer",5
"2142","bei","der","entscheidung","über",5
"2143","und","wünsche","euch","einen",5
"2144","kann","ich","auch","nicht",5
"2145","hierbei","handelt","es","sich",5
"2146","gönnt","sich","ja","sonst",5
"2147","aber","es","ist","doch",5
"2148","das","a","und","o",5
"2149","den","rest","der","welt",5
"2150","bin","ein","star","holt",5
"2151","ein","star","holt","mich",5
"2152","star","holt","mich","hier",5
"2153","holt","mich","hier","raus",5
"2154","das","ist","mir","zu",5
"2155","ja","ne","ist","klar",5
"2156","die","zeit","in","der",5
"2157","und","wenn","ich","dann",5
"2158","ein","bild","von","der",5
"2159","steve","jobs","ist","tot",5
"2160","die","hoffnung","stirbt","zuletzt",5
"2161","für","den","rest","der",5
"2162","für","einen","guten","zweck",5
"2163","ich","ja","auch","noch",5
"2164","fehlt","nur","noch","die",5
"2165","so","tun","als","ob",5
"2166","vielleicht","gibt","es","ja",5
"2167","freue","mich","so","sehr",5
"2168","das","ist","mal","ein",5
"2169","ein","ums","andere","mal",5
"2170","ich","mag","es","nicht",5
"2171","in","den","ersten","drei",5
"2172","das","war","ein","fehler",5
"2173","nicht","oft","genug","sagen",5
"2174","von","heute","auf","morgen",5
"2175","man","sich","vorstellen","kann",5
"2176","da","bin","ich","mir",5
"2177","und","ich","hab","keine",5
"2178","die","angst","vor","der",5
"2179","es","gibt","zwei","arten",5
"2180","sind","auf","der","suche",5
"2181","nicht","aber","es","gibt",5
"2182","mit","menschen","zu","tun",5
"2183","einen","tag","nach","dem",5
"2184","aus","dem","haus","gehen",5
"2185","stimmen","in","meinem","kopf",5
"2186","vielen","dank","an","für",5
"2187","wie","kann","das","sein",5
"2188","ersten","mal","in","meinem",5
"2189","und","der","damit","verbundenen",5
"2190","kann","mir","vorstellen","dass",5
"2191","das","einzige","was","ich",5
"2192","das","ist","wie","mit",5
"2193","in","der","2","liga",5
"2194","nicht","auf","die","idee",5
"2195","bei","der","wahl","des",5
"2196","bei","der","deutschen","bank",5
"2197","es","ist","nicht","die",5
"2198","ist","das","aber","nicht",5
"2199","ebenfalls","ein","schönes","wochenende",5
"2200","ist","es","an","der",5
"2201","gar","nicht","wissen","wie",5
"2202","viel","zeit","in","anspruch",5
"2203","das","war","in","der",5
"2204","und","ich","kann","nicht",5
"2205","so","weit","so","gut",5
"2206","bei","der","frage","nach",5
"2207","nun","auf","dem","weg",5
"2208","in","der","hand","und",5
"2209","auf","den","letzten","platz",5
"2210","es","war","für","mich",5
"2211","den","eindruck","dass","die",5
"2212","haben","sie","schon","einmal",5
"2213","sich","in","erster","linie",5
"2214","der","mann","mit","den",5
"2215","und","nun","habe","ich",5
"2216","es","gibt","nur","einen",5
"2217","endlich","mal","jemand","der",5
"2218","haben","wir","uns","in",5
"2219","ich","habe","es","nicht",5
"2220","das","auch","mit","dem",5
"2221","wer","hat","an","der",5
"2222","hat","an","der","uhr",5
"2223","an","der","uhr","gedreht",5
"2224","gibt","es","zum","beispiel",5
"2225","ist","das","denn","bitte",5
"2226","kann","man","ja","nicht",5
"2227","ich","bin","gespannt","ob",5
"2228","es","ist","ja","nicht",5
"2229","freue","mich","dass","ich",5
"2230","und","schon","wieder","ist",5
"2231","gibt","es","gar","nicht",5
"2232","ist","aber","nicht","die",5
"2233","hab","ich","schon","mal",5
"2234","der","umgang","mit","den",5
"2235","in","diesem","jahr","wird",5
"2236","ein","dorn","im","auge",5
"2237","in","der","neuen","wohnung",5
"2238","da","frage","ich","mich",5
"2239","wollte","nur","wissen","ob",5
"2240","aus","der","ganzen","welt",5
"2241","in","der","umgebung","des",5
"2242","der","preis","für","eine",5
"2243","verbrechen","gegen","die","menschlichkeit",5
"2244","in","der","welt","ist",5
"2245","die","würde","des","menschen",5
"2246","der","einen","oder","anderen",5
"2247","ist","für","die","meisten",5
"2248","am","mittwoch","in","der",5
"2249","ist","ja","auch","kein",5
"2250","ins","bett","zu","gehen",5
"2251","das","habe","ich","schon",5
"2252","wenige","tage","vor","der",5
"2253","erst","im","nächsten","jahr",5
"2254","aber","auch","nur","ein",5
"2255","keinen","einfluss","auf","die",5
"2256","dann","kann","ich","mich",5
"2257","doch","gar","nicht","so",5
"2258","auf","der","linken","seite",5
"2259","es","gibt","ein","paar",5
"2260","hat","es","in","den",5
"2261","das","ist","nicht","schön",5
"2262","auf","den","markt","kommt",5
"2263","in","der","kommenden","saison",5
"2264","auch","in","den","letzten",5
"2265","den","ganzen","tag","auf",5
"2266","auf","die","gefahr","hin",5
"2267","man","sich","in","der",5
"2268","sich","spd","und","grüne",5
"2269","wenn","ich","daran","denke",5
"2270","aber","es","ist","ja",5
"2271","auf","der","liste","steht",5
"2272","stell","dir","vor","du",5
"2273","allen","ein","tolles","wochenende",5
"2274","in","die","nähe","des",5
"2275","und","ich","habe","es",5
"2276","so","aus","als","wäre",5
"2277","in","der","nacht","von",5
"2278","nach","hause","kommt","und",5
"2279","ich","mich","für","einen",5
"2280","dank","für","die","vielen",5
"2281","platz","an","der","sonne",5
"2282","der","suche","nach","den",5
"2283","dass","er","sich","nicht",5
"2284","im","rat","der","stadt",5
"2285","was","auch","immer","das",5
"2286","ich","weiß","ich","bin",5
"2287","kann","ich","es","nicht",5
"2288","und","es","hat","sich",5
"2289","aus","der","welt","der",5
"2290","es","ist","einfach","zu",5
"2291","anders","als","bei","den",5
"2292","ich","kann","es","immer",5
"2293","und","ich","habe","das",5
"2294","aber","ich","glaube","dass",5
"2295","ich","gar","nicht","weiß",5
"2296","die","sich","von","der",5
"2297","art","und","weise","der",5
"2298","es","gibt","immer","wieder",5
"2299","ein","roter","faden","durch",5
"2300","kein","wunder","also","dass",5
"2301","ist","für","mich","der",5
"2302","heute","möchte","ich","euch",5
"2303","ein","grund","für","die",5
"2304","noch","nicht","einmal","die",5
"2305","es","tut","mir","leid",5
"2306","noch","auf","der","suche",5
"2307","in","der","zeit","in",5
"2308","ich","habe","so","viele",5
"2309","es","ist","aber","auch",5
"2310","und","zu","guter","letzt",5
"2311","das","ist","eine","gute",5
"2312","im","in","und","ausland",5
"2313","in","frage","zu","stellen",5
"2314","das","nichts","zu","tun",5
"2315","gegen","den","vfb","stuttgart",5
"2316","in","diesem","sinne","wünsche",5
"2317","diesem","sinne","wünsche","ich",5
"2318","vor","etwas","mehr","als",5
"2319","dass","es","bei","der",5
"2320","ich","hätte","nie","gedacht",5
"2321","in","verbindung","zu","setzen",5
"2322","und","dann","hab","ich",5
"2323","in","dem","er","sich",5
"2324","es","handelte","sich","um",5
"2325","so","bald","wie","möglich",5
"2326","es","war","eine","sehr",5
"2327","weist","darauf","hin","dass",5
"2328","dass","es","nicht","so",5
"2329","von","der","ersten","bis",5
"2330","der","ersten","bis","zur",5
"2331","ersten","bis","zur","letzten",5
"2332","das","nicht","nur","im",5
"2333","einem","interview","mit","dem",5
"2334","auch","nicht","so","recht",5
"2335","einer","gesellschaft","in","der",5
"2336","ich","bin","sehr","glücklich",5
"2337","diese","elektroden","regen","jeden",5
"2338","muskel","zur","kontraktion","an",5
"2339","zur","kontraktion","an","wodurch",5
"2340","kontraktion","an","wodurch","die",5
"2341","so","gut","es","geht",5
"2342","aber","im","gegensatz","zu",5
"2343","der","partei","die","linke",5
"2344","nur","auf","den","ersten",5
"2345","wurde","in","den","letzten",5
"2346","in","zusammenarbeit","mit","der",5
"2347","ist","es","wichtig","dass",5
"2348","weil","ich","weiß","dass",5
"2349","an","der","seite","des",5
"2350","es","auch","in","der",5
"2351","zum","ende","der","nacht",5
"2352","steht","auf","einem","anderen",5
"2353","auf","einem","anderen","blatt",5
"2354","auf","jeden","fall","schon",5
"2355","angesichts","der","tatsache","dass",5
"2356","sich","im","laufe","der",5
"2357","zum","ende","des","jahres",5
"2358","sprach","sich","dafür","aus",5
"2359","der","nacht","zum","samstag",5
"2360","wie","es","sich","anfühlt",5
"2361","in","einem","land","in",5
"2362","einem","land","in","dem",5
"2363","ich","bin","schon","sehr",5
"2364","bin","schon","sehr","gespannt",5
"2365","und","zeitsparend","problemzonen","los",5
"2366","seinen","körper","und","formt",5
"2367","körper","und","formt","die",5
"2368","und","formt","die","konturen",5
"2369","im","irak","und","in",5
"2370","es","handelt","sich","dabei",5
"2371","gibt","es","noch","ein",5
"2372","dass","sie","in","der",5
"2373","gibt","es","aber","auch",5
"2374","es","sei","denn","man",5
"2375","dass","sie","sich","nicht",5
"2376","sie","in","ihrem","leben",5
"2377","habe","ich","mich","für",5
"2378","sie","sich","an","die",5
"2379","noch","vor","einem","jahr",5
"2380","am","tag","nach","der",5
"2381","der","britische","premierminister","david",5
"2382","britische","premierminister","david","cameron",5
"2383","auch","hier","gibt","es",5
"2384","dann","gibt","es","noch",5
"2385","sei","es","in","der",5
"2386","der","zweiten","hälfte","des",5
"2387","die","suche","nach","der",5
"2388","muss","man","sich","nicht",5
"2389","auf","der","welt","und",5
"2390","gestern","abend","habe","ich",5
"2391","im","gegensatz","zu","anderen",5
"2392","rund","um","die","welt",5
"2393","auf","dem","dach","des",5
"2394","menschen","auf","die","straße",5
"2395","mehr","als","einer","stunde",5
"2396","davon","aus","dass","es",5
"2397","machen","wir","uns","auf",5
"2398","sagte","der","direktor","des",5
"2399","er","ist","einer","der",5
"2400","am","ende","der","saison",5
"2401","es","tut","uns","leid",5
"2402","die","diskussion","über","die",5
"2403","hälfte","des","20","jahrhunderts",5
"2404","die","frage","auf","ob",5
"2405","ein","paar","tage","später",5
"2406","freue","ich","mich","jetzt",5
"2407","so","kam","es","dass",5
"2408","die","sie","in","ihrem",5
"2409","zu","einem","späteren","zeitpunkt",5
"2410","in","der","sich","die",5
"2411","die","sich","für","die",5
"2412","dem","weg","zu","einer",5
"2413","nach","wie","vor","in",5
"2414","dass","wir","in","der",5
"2415","zur","gestaltung","des","buchs",5
"2416","gestaltung","des","buchs","das",5
"2417","des","buchs","das","cover",5
"2418","es","gehe","um","die",5
"2419","ist","nicht","der","einzige",5
"2420","ist","die","tatsache","dass",5
"2421","aus","der","hand","legen",5
"2422","und","sei","es","nur",5
"2423","hat","in","den","letzten",5
"2424","die","stabilität","des","euro",5
"2425","in","der","tat","die",5
"2426","sich","zu","beginn","des",5
"2427","die","sich","gegen","die",5
"2428","nicht","mehr","möglich","ist",5
"2429","es","auf","keinen","fall",5
"2430","auf","sich","warten","lassen",5
