"","W1","W2","Count"
"36236","abend","des",8
"36237","backen","und",8
"36238","auftrag","gegeben",8
"36239","sich","schwer",8
"36240","im","deutschsprachigen",8
"36241","zwei","davon",8
"36242","einen","zuschuss",8
"36243","länge","von",8
"36244","das","jedoch",8
"36245","jedoch","der",8
"36246","bezeichnet","werden",8
"36247","ziel","das",8
"36248","von","freiheit",8
"36249","einer","anhörung",8
"36250","auch","des",8
"36251","alter","und",8
"36252","frieden","zu",8
"36253","und","schloss",8
"36254","des","erdbebens",8
"36255","dass","immer",8
"36256","verbunden","werden",8
"36257","wohl","jeder",8
"36258","dem","osten",8
"36259","der","schuld",8
"36260","von","flüchtlingen",8
"36261","wird","jedoch",8
"36262","die","häufig",8
"36263","david","mcallister",8
"36264","möglichkeit","einer",8
"36265","zwölf","jahren",8
"36266","an","denn",8
"36267","möchte","euch",8
"36268","mich","gefragt",8
"36269","japanische","regierung",8
"36270","den","bereits",8
"36271","im","ehemaligen",8
"36272","und","wendet",8
"36273","schien","das",8
"36274","des","pakets",8
"36275","nicht","erkennbar",8
"36276","auf","längere",8
"36277","immer","neuen",8
"36278","der","unsicherheit",8
"36279","mit","russland",8
"36280","und","schlug",8
"36281","beitrag","leisten",8
"36282","unterhalb","des",8
"36283","trifft","sie",8
"36284","lassen","den",8
"36285","die","veränderung",8
"36286","verletzung","von",8
"36287","ein","medikament",8
"36288","und","beruf",8
"36289","der","antike",8
"36290","gesagt","er",8
"36291","der","zubereitung",8
"36292","waren","an",8
"36293","was","vielleicht",8
"36294","und","entschieden",8
"36295","sollten","auf",8
"36296","der","vielzahl",8
"36297","themen","und",8
"36298","spannung","und",8
"36299","ein","risiko",8
"36300","dem","damaligen",8
"36301","times","square",8
"36302","integriert","werden",8
"36303","konkreten","fall",8
"36304","den","historischen",8
"36305","beim","spiel",8
"36306","rote","kreuz",8
"36307","formen","der",8
"36308","dezember","2008",8
"36309","bewegung","der",8
"36310","minute","nach",8
"36311","sie","findet",8
"36312","herzen","von",8
"36313","aber","seine",8
"36314","der","agenda",8
"36315","2000","euro",8
"36316","ist","verständlich",8
"36317","ebenfalls","als",8
"36318","aufgenommen","die",8
"36319","der","forderung",8
"36320","einem","ihrer",8
"36321","die","kassen",8
"36322","jürgen","trittin",8
"36323","gedanken","wie",8
"36324","dem","kampf",8
"36325","geräumt","werden",8
"36326","die","fremde",8
"36327","längst","wieder",8
"36328","1,3","millionen",8
"36329","es","stellt",8
"36330","könig","und",8
"36331","er","dies",8
"36332","im","17",8
"36333","den","tätern",8
"36334","eine","besonderheit",8
"36335","im","bericht",8
"36336","zuvor","auch",8
"36337","des","libyschen",8
"36338","das","heft",8
"36339","beschlüsse","der",8
"36340","ein","völlig",8
"36341","engagement","und",8
"36342","35","und",8
"36343","die","schalotten",8
"36344","jahren","waren",8
"36345","das","handelsblatt",8
"36346","würden","mit",8
"36347","er","darauf",8
"36348","den","umfragen",8
"36349","dienstag","auch",8
"36350","deutschen","soldaten",8
"36351","soldaten","in",8
"36352","den","jahreswechsel",8
"36353","praxis","der",8
"36354","reagierte","mit",8
"36355","der","anhaltenden",8
"36356","erneut","auf",8
"36357","jahre","war",8
"36358","in","westdeutschland",8
"36359","stolz","ist",8
"36360","handelte","sich",8
"36361","weniger","stunden",8
"36362","wochenende","angeht",8
"36363","sonntag","möchte",8
"36364","sie","jeden",8
"36365","hinaus","gibt",8
"36366","hat","nämlich",8
"36367","man","benötigt",8
"36368","zunächst","eine",8
"36369","die","aufständischen",8
"36370","berichten","von",8
"36371","sich","gern",8
"36372","verloren","aber",8
"36373","diese","möglichkeit",8
"36374","die","anerkennung",8
"36375","aber","keineswegs",8
"36376","und","erfolgreich",8
"36377","ablehnung","der",8
"36378","und","europäische",8
"36379","erweiterung","der",8
"36380","die","ängste",8
"36381","es","insgesamt",8
"36382","gesellt","sich",8
"36383","gestaltet","sich",8
"36384","gleichzeitig","das",8
"36385","dabei","sollte",8
"36386","als","ganzes",8
"36387","damit","geht",8
"36388","ein","verlust",8
"36389","einer","aus",8
"36390","den","trümmern",8
"36391","nicht","falsch",8
"36392","durch","zwei",8
"36393","stellen","wenn",8
"36394","soll","oder",8
"36395","seinem","zweiten",8
"36396","zwei","punkte",8
"36397","ernst","nimmt",8
"36398","in","chicago",8
"36399","regierung","will",8
"36400","im","inland",8
"36401","welt","gekommen",8
"36402","position","als",8
"36403","werden","werden",8
"36404","die","gesellschaftliche",8
"36405","wünschen","dass",8
"36406","die","mindestens",8
"36407","möglicherweise","auch",8
"36408","wochen","zu",8
"36409","deutschen","gesellschaft",8
"36410","dem","hohen",8
"36411","oder","vier",8
"36412","die","wirtschafts",8
"36413","hier","einige",8
"36414","einem","anstieg",8
"36415","der","afghanischen",8
"36416","den","taliban",8
"36417","schreiben","von",8
"36418","das","sparpaket",8
"36419","rund","700",8
"36420","ihm","dass",8
"36421","gegenteil","ist",8
"36422","dieses","geld",8
"36423","beschrieben","und",8
"36424","mich","sofort",8
"36425","damit","begonnen",8
"36426","opfer","eines",8
"36427","200","c",8
"36428","ein","politischer",8
"36429","dem","forum",8
"36430","erkannt","werden",8
"36431","den","1990er",8
"36432","positiv","für",8
"36433","am","donnerstagnachmittag",8
"36434","einem","starken",8
"36435","dann","mehr",8
"36436","überwiegend","von",8
"36437","probleme","nicht",8
"36438","schuss","in",8
"36439","und","trat",8
"36440","wobei","er",8
"36441","gemäß","der",8
"36442","gemeinsam","die",8
"36443","arbeiter","und",8
"36444","die","demonstration",8
"36445","der","bundesgerichtshof",8
"36446","der","mediziner",8
"36447","2005","bis",8
"36448","25","bis",8
"36449","nachricht","aus",8
"36450","und","ältere",8
"36451","regierung","unter",8
"36452","bundestagswahl","2009",8
"36453","der","jährlichen",8
"36454","ihre","gefühle",8
"36455","erst","von",8
"36456","die","armut",8
"36457","der","mitteilung",8
"36458","der","gentechnik",8
"36459","dem","vorbild",8
"36460","maßnahmen","die",8
"36461","einmal","nach",8
"36462","demonstrationen","gegen",8
"36463","auch","große",8
"36464","zudem","war",8
"36465","heraus","die",8
"36466","einen","ausweg",8
"36467","zu","keiner",8
"36468","die","erfolgreiche",8
"36469","diesem","zeitraum",8
"36470","medizinische","versorgung",8
"36471","schloss","sich",8
"36472","die","ermordung",8
"36473","die","allgemeinen",8
"36474","jeder","zehnte",8
"36475","stellen","aber",8
"36476","gleichzeitig","aber",8
"36477","all","jene",8
"36478","vergangenheit","zu",8
"36479","mannes","und",8
"36480","die","schwelle",8
"36481","des","glaubens",8
"36482","für","lange",8
"36483","frankreich","die",8
"36484","will","von",8
"36485","behandlung","der",8
"36486","alltag","in",8
"36487","seit","2002",8
"36488","soll","dies",8
"36489","ihm","dabei",8
"36490","das","fehlen",8
"36491","die","sammlung",8
"36492","einigen","wenigen",8
"36493","ziehen","lassen",8
"36494","und","probleme",8
"36495","der","us-regierung",8
"36496","ersten","tagen",8
"36497","ländern","der",8
"36498","die","stark",8
"36499","fast","täglich",8
"36500","sie","konnten",8
"36501","und","machten",8
"36502","die","libyer",8
"36503","diese","informationen",8
"36504","sowie","einer",8
"36505","den","mädchen",8
"36506","sind","kleine",8
"36507","zu","verankern",8
"36508","die","küste",8
"36509","tayyip","erdogan",8
"36510","liegt","er",8
"36511","dargestellt","werden",8
"36512","den","erfahrungen",8
"36513","2007","auf",8
"36514","zur","euro-rettung",8
"36515","völlig","überrascht",8
"36516","tage","der",8
"36517","eine","staatliche",8
"36518","den","ermittlungen",8
"36519","wurden","an",8
"36520","rechtliche","schritte",8
"36521","wolle","und",8
"36522","ab","er",8
"36523","beispiel","zu",8
"36524","beispiel","im",8
"36525","des","griechischen",8
"36526","des","österreichischen",8
"36527","der","zunehmenden",8
"36528","sonntag","die",8
"36529","allerdings","der",8
"36530","beteiligte","sich",8
"36531","derzeit","von",8
"36532","vielen","verschiedenen",8
"36533","figuren","und",8
"36534","ein","politisches",8
"36535","italien","zu",8
"36536","dieser","reihe",8
"36537","auch","jene",8
"36538","die","enge",8
"36539","nun","will",8
"36540","einigen","stellen",8
"36541","wurde","dabei",8
"36542","erzählte","sie",8
"36543","werden","ihr",8
"36544","der","israelische",8
"36545","einer","erneuten",8
"36546","führte","er",8
"36547","dagegen","sind",8
"36548","sich","beispielsweise",8
"36549","aufs","spiel",8
"36550","die","daraus",8
"36551","das","erscheinen",8
"36552","5","6",8
"36553","fortgesetzt","werden",8
"36554","veröffentlicht","und",8
"36555","weil","seine",8
"36556","wirtschaftlichen","und",8
"36557","und","sozialen",8
"36558","gerecht","wird",8
"36559","sehr","in",8
"36560","der","44-jährige",8
"36561","näher","an",8
"36562","den","vorsitz",8
"36563","augen","sehen",8
"36564","ländern","und",8
"36565","zu","jenen",8
"36566","george","w",8
"36567","von","jeder",8
"36568","allem","darum",8
"36569","allen","fällen",8
"36570","zwar","einen",8
"36571","bekannt","gewordenen",8
"36572","neuen","libyschen",8
"36573","zu","beraten",8
"36574","sprach","er",8
"36575","haben","etwas",8
"36576","kommentare","die",8
"36577","tatsache","ist",8
"36578","eine","fast",8
"36579","menschen","zum",8
"36580","bis","ein",8
"36581","nicht","berücksichtigt",8
"36582","der","iranischen",8
"36583","musste","man",8
"36584","hängt","ein",8
"36585","hatte","habe",8
"36586","rechtsextremen","szene",8
"36587","zwar","für",8
"36588","der","fed",8
"36589","verein","für",8
"36590","im","extremfall",8
"36591","dieses","verfahren",8
"36592","an","grenzen",8
"36593","erfahrungen","und",8
"36594","die","jeweils",8
"36595","der","chinesische",8
"36596","mitarbeiterinnen","und",8
"36597","auf","70",8
"36598","sind","dort",8
"36599","hatte","ihre",8
"36600","24","und",8
"36601","dem","regime",8
"36602","die","älteste",8
"36603","ihre","rolle",8
"36604","den","geplanten",8
"36605","in","alarmbereitschaft",8
"36606","zuvor","am",8
"36607","kritik","geraten",8
"36608","80er","jahre",8
"36609","und","ließen",8
"36610","des","world",8
"36611","fünf","oder",8
"36612","uhr","ortszeit",8
"36613","hinaus","die",8
"36614","bad","iburg",8
"36615","die","bundesländer",8
"36616","eine","klage",8
"36617","mit","zwölf",8
"36618","olympischen","spiele",8
"36619","in","haft",8
"36620","19","jahrhunderts",8
"36621","nicht","rechtskräftig",8
"36622","zweiten","halbjahr",8
"36623","dass","gaddafi",8
"36624","beurteilung","der",8
"36625","den","klassischen",8
"36626","den","tieren",8
"36627","wurden","laut",8
"36628","der","beide",8
"36629","scheint","er",8
"36630","stets","eine",8
"36631","studiert","und",8
"36632","der","schlichtung",8
"36633","gut","drei",8
"36634","september","2008",8
"36635","insgesamt","mehr",8
"36636","unserer","stadt",8
"36637","führen","soll",8
"36638","wieder","andere",8
"36639","fragt","sie",8
"36640","all","ihren",8
"36641","zeichen","dafür",8
"36642","sei","dies",8
"36643","moral","und",8
"36644","der","kredit",8
"36645","der","konflikt",8
"36646","euro","gestiegen",8
"36647","zahlen","des",8
"36648","zunächst","von",8
"36649","in","jerusalem",8
"36650","der","defensive",8
"36651","dem","einzigen",8
"36652","mindestens","so",8
"36653","sich","wiederum",8
"36654","last","gelegt",8
"36655","der","zivilgesellschaft",8
"36656","begann","der",8
"36657","es","häufig",8
"36658","des","roten",8
"36659","beine","zu",8
"36660","zum","23",8
"36661","den","nationalen",8
"36662","die","negativen",8
"36663","westerwelle","fdp",8
"36664","land","sei",8
"36665","sobald","der",8
"36666","machte","ihn",8
"36667","aus","rund",8
"36668","einer","terroristischen",8
"36669","in","valencia",8
"36670","verwiesen","auf",8
"36671","alle","waren",8
"36672","mai","mit",8
"36673","aufkauf","von",8
"36674","brasilien","und",8
"36675","ein","internationales",8
"36676","zweifel","daran",8
"36677","gescheitert","war",8
"36678","trägt","der",8
"36679","im","gerichtssaal",8
"36680","einen","meter",8
"36681","100","dollar",8
"36682","und","regierungen",8
"36683","einer","stellungnahme",8
"36684","deutet","auf",8
"36685","roman","der",8
"36686","arbeitsplätze","in",8
"36687","die","kriminellen",8
"36688","ist","darauf",8
"36689","fuhr","er",8
"36690","dabei","wurde",8
"36691","dies","werde",8
"36692","fast","acht",8
"36693","seitdem","ist",8
"36694","65","jahre",8
"36695","prozent","höher",8
"36696","erhöhen","und",8
"36697","den","50er",8
"36698","regional","und",8
"36699","ausgesprochen","die",8
"36700","dass","etwa",8
"36701","der","premierminister",8
"36702","griechenland","der",8
"36703","von","goldman",8
"36704","wenige","monate",8
"36705","und","erreichte",8
"36706","der","viel",8
"36707","den","älteren",8
"36708","und","bat",8
"36709","2008","hatte",8
"36710","lediglich","um",8
"36711","papiere","der",8
"36712","im","fünften",8
"36713","der","schwedischen",8
"36714","zu","ein",8
"36715","des","rathauses",8
"36716","sehr","hohe",8
"36717","den","patienten",8
"36718","vergangenen","jahrzehnten",8
"36719","fielen","die",8
"36720","seien","nur",8
"36721","hatte","dies",8
"36722","berücksichtigt","werden",8
"36723","bereits","bis",8
"36724","kritisch","mit",8
"36725","konnte","ein",8
"36726","stellte","in",8
"36727","den","festen",8
"36728","mit","elf",8
"36729","des","russischen",8
"36730","gerüchte","über",8
"36731","tagen","die",8
"36732","die","risikoaufschläge",8
"36733","dies","könnte",8
"36734","für","acht",8
"36735","eingesetzt","worden",8
"36736","september","soll",8
"36737","die","anschläge",8
"36738","8,7","prozent",8
"36739","ein","junge",8
"36740","rio","de",8
"36741","seien","als",8
"36742","betrieb","von",8
"36743","der","beschäftigten",8
"36744","müsse","eine",8
"36745","seine","regierung",8
"36746","mussten","sich",8
"36747","die","schwache",8
"36748","60er","jahren",8
"36749","sie","zuvor",8
"36750","der","vorfall",8
"36751","entscheidung","zu",8
"36752","dem","aufruf",8
"36753","schweren","verletzungen",8
"36754","bis","freitags",8
"36755","von","sirte",8
"36756","dem","überfall",8
"36757","den","terror",8
"36758","nur","jeder",8
"36759","das","vergangene",8
"36760","zwar","sind",8
"36761","merkel","hatte",8
"36762","cdu","hatte",8
"36763","als","zeuge",8
"36764","der","bund-future",8
"36765","wirtschaft","die",8
"36766","rettung","der",8
"36767","seinen","anteil",8
"36768","von","musik",8
"36769","besuchen","die",8
"36770","unter","ihrem",8
"36771","2004","die",8
"36772","die","18-jährige",8
"36773","gaben","sie",8
"36774","vorigen","jahr",8
"36775","besucher","in",8
"36776","und","kündigte",8
"36777","einer","hohen",8
"36778","zuschauer","mit",8
"36779","des","fonds",8
"36780","das","italienische",8
"36781","sind","möglich",8
"36782","zu","bestehen",8
"36783","und","zehn",8
"36784","wird","bereits",8
"36785","bin","ladins",8
"36786","deshalb","der",8
"36787","problem","sei",8
"36788","behandlung","mit",8
"36789","der","australischen",8
"36790","sich","hingegen",8
"36791","etwa","40",8
"36792","dass","portugal",8
"36793","eine","umschuldung",8
"36794","der","elfenbeinküste",8
"36795","aus","am",8
"36796","chefs","der",8
"36797","freilich","nicht",8
"36798","ministerpräsident","silvio",8
"36799","eine","heftige",8
"36800","fernando","alonso",8
"36801","wichtig","die",8
"36802","einmal","zehn",8
"36803","pressekonferenz","in",8
"36804","der","stark",8
"36805","zeitpunkt","des",8
"36806","hauptgeschäftsführer","des",8
"36807","deutscher","banken",8
"36808","der","afrikanischen",8
"36809","legte","er",8
"36810","den","griechischen",8
"36811","seine","schulden",8
"36812","aussehen","soll",8
"36813","vor","nur",8
"36814","produktion","in",8
"36815","die","regierenden",8
"36816","sechs","millionen",8
"36817","des","sängers",8
"36818","beiden","teams",8
"36819","der","fca",8
"36820","dritte","quartal",8
"36821","quartal","einen",8
"36822","zwar","als",8
"36823","der","übernahme",8
"36824","amerikanische","staatsanleihen",8
"36825","aufwertung","des",8
"36826","wurde","allerdings",8
"36827","den","export",8
"36828","die","besondere",8
"36829","späten","nachmittag",8
"36830","sie","tragen",8
"36831","im","investmentbanking",8
"36832","der","zeitarbeit",8
"36833","platz","eins",8
"36834","mitarbeiter","in",8
"36835","um","1,8",8
